,close,high,low,volume,return,RSI_14,MACD,MACD_signal,MACD_hist,ROC_14,SMA_10,SMA_50,BB_Middle,BB_Std,BB_Upper,BB_Lower,TR,ATR_14,Rolling_Mean_20,Rolling_STD_20,Z_Score_20,VWAP,+DI14,-DI14,ADX_14,Tenkan_Sen,Kijun_Sen,Senkou_Span_A,Senkou_Span_B,Stoch_%K,Stoch_%D
2022-01-01 01:00:00,195.07143064099162,197.78093537788342,193.8365366456316,1312,0.41917596995692774,,0.0,0.0,0.0,,,,,,,,3.9443987322518126,,,,,195.56296755483552,,,,,,,,,
2022-01-01 02:00:00,173.19939418114052,177.56412336052256,168.66812127853532,1839,-0.11212321757205068,,-1.744777837253082,-0.3489555674506164,-1.3958222698024656,,,,,,,,26.403309362456298,,,,,182.47864424904026,,,,,,,,,
2022-01-01 03:00:00,159.86584841970367,163.52697285175148,158.61811742045614,3566,-0.07698378983642384,,-4.155530188295273,-1.1102704916195478,-3.0452596966757257,,,,,,,,14.581276760684375,,,,,170.90078067895058,,,,,,,,,
2022-01-01 04:00:00,115.60186404424365,119.6346697835509,114.2421154136005,4277,-0.2768820533779772,,-9.527969898541158,-2.79381037300387,-6.734159525537288,,,,,,,,45.623733006103166,,,,,149.73445558992725,,,,,,,,,
2022-01-01 05:00:00,115.59945203362027,118.89336886717385,111.80246072153045,1374,-2.0864807356968385e-05,,-13.628757867261697,-4.960799871855436,-8.667957995406262,,,,,,,,7.090908145643397,,,,,145.923661363089,,,,,,,,,
2022-01-01 06:00:00,105.80836121681995,109.2697440394092,103.55966200456724,1450,-0.08469841893327257,,-17.46736813164776,-7.462113523813901,-10.005254607833859,,,,,,,,12.039790029053023,,,,,141.75655651431006,,,,,,,,,
2022-01-01 07:00:00,186.61761457749353,190.86359283532013,182.73406179271763,4697,0.7637322082238964,,-13.829445784299395,-8.735579975911001,-5.093865808388394,,,,,,,,85.05523161850019,,,,,153.1678353263586,,,,,,,,,
2022-01-01 08:00:00,160.1115011743209,161.35984121861682,159.78467038649896,4855,-0.1420343597424234,,-12.936068994073821,-9.575677779543566,-3.360391214530255,,,,,,,,26.832944190994567,,,,,154.67415996643496,,,,,,,,,
2022-01-01 09:00:00,170.80725777960456,173.25438259782027,168.36940181123762,4062,0.06680192570075705,,-11.235487574597272,-9.907639738554307,-1.3278478360429649,,,,,,,,13.142881423499375,,,,,157.0635298023853,,,,150.67029869122533,,,,,
2022-01-01 10:00:00,102.05844942958025,103.16449663867826,101.89038142866384,1594,-0.4024934844322132,,-15.25931889410225,-10.977975569663897,-4.281343324438353,,148.4741173497519,,,,,,68.91687635094071,,,,,154.06002540994507,,,,146.376987131992,,,,,
2022-01-01 11:00:00,196.99098521619942,201.92932525618266,196.67771919892266,4250,0.9301781118291639,,-10.665032099977225,-10.915386875726563,0.2503547757493383,,148.66607280727266,,,,,,99.87087582660241,,,,,159.74005808741276,,,,151.90985334242325,,,,,
2022-01-01 12:00:00,183.24426408004217,187.96456077847523,178.71207681332012,2233,-0.06978350365155084,,-8.040585362165587,-10.340426573014367,2.299841210848781,,149.67055979716284,,,,,,18.278908402879296,,,,,161.2220741425503,,,,151.90985334242325,,,,,
2022-01-01 13:00:00,121.23391106782762,121.43104512467015,120.53768421223964,1499,-0.3384026961145592,,-10.839459122835507,-10.440233082978596,-0.3992260398569112,,145.80736606197524,,,,,,62.70657986780253,,,,,159.59562482121123,,,,151.90985334242325,,,,,
2022-01-01 14:00:00,118.18249672071006,121.7103725832885,115.52039330933398,1463,-0.025169643709756717,41.45230280932778,-13.152200004351698,-10.982626467253217,-2.169573537098481,,146.06542932962185,,,,,,6.1899792739545205,35.04840664224041,,,,158.0317143939891,39.181161389297145,53.163739873437486,,151.90985334242325,,,,16.285772988540597,
2022-01-01 15:00:00,118.34045098534338,122.9666925724217,116.28497297233984,4911,0.0013365284117037302,41.47285716957889,-14.801693517143178,-11.74643987723121,-3.0552536399119674,-39.33481156288001,146.33952922479418,,,,,,6.681719600081863,35.243929561371125,,,,153.63552577591938,39.218413170658195,52.86880313564157,,151.90985334242325,,,,16.44366576368232,
2022-01-01 16:00:00,130.42422429595376,131.32710102159044,128.68750766465956,4195,0.10211025232705073,45.14066199767516,-14.961403742932333,-12.389432650371436,-2.571971092560897,-24.697066688611137,148.80111553270757,,,,,,12.986650036247056,34.28559675235618,,,,151.56441166945618,42.05638317800259,49.10312602658324,,151.90985334242325,,,,28.522735022273967,20.417391258165626
2022-01-01 17:00:00,152.4756431632238,155.31536931598694,147.97647643478743,1112,0.16907456407202215,49.17676516684869,-13.156944964689387,-12.542935113235027,-0.6140098514543606,-4.622754221450731,145.3869183912806,,,,,,24.89114502003318,35.02201591373824,,,,151.57258990508134,46.06453757568663,46.020886985894776,,151.90985334242325,,,,50.56556956585866,31.843990117271648
2022-01-01 18:00:00,143.1945018642116,147.7719433521518,143.08538488033415,2035,-0.06086966486232048,53.33350102341606,-12.333634458982175,-12.501074982384457,0.16744052340228244,23.868678976843793,143.69521846026967,,,,,,9.390258282889647,32.43391057636584,,,,151.2962237725225,49.74031621120636,40.997497313618396,,151.90985334242325,,,,41.28804129154838,40.125448626560335
2022-01-01 19:00:00,129.1229140198042,129.29264391273318,125.80396558892625,4197,-0.09826905126393182,51.580072863813015,-12.670556204674483,-12.534971226842464,-0.1355849778320195,11.698551981241966,139.52678408428963,,,,,,17.390536275285342,33.16959829991169,,,,149.521544910762,48.63709694183427,43.284267509785955,,158.72485928275833,,,,27.221931328884125,39.691847395430386
2022-01-01 20:00:00,161.18528947223794,164.67239080847213,156.36831730117018,4636,0.24830895194571112,56.15013280201769,-10.232450058174607,-12.074466993108892,1.8420169349342856,52.337005902530635,145.4394680885554,,146.95679271915364,30.888454278029982,208.7337012752136,85.17988416309367,35.54947678866793,34.84886163988419,146.95679271915364,30.888454278029982,0.46064126825551766,150.39496073185617,53.5450903717687,39.509027483910955,,151.74247704390461,,,,59.271825325559334,42.59393264866395
2022-01-01 21:00:00,113.94938606520418,115.43613110206694,111.14854514789496,3378,-0.29305343906814474,41.279167732693566,-11.973750072068583,-12.05432360890083,0.08057353683224733,-38.93964065332839,137.13530817345588,,142.90069049036427,29.534339292900217,201.9693690761647,83.83201190456384,50.036744324342976,32.34754111887296,142.90069049036427,29.534339292900217,-0.9802590854680036,148.41525431753453,39.668308495575786,52.5493730292809,,137.91046797818353,,,,12.054310226636549,32.849355627026675
2022-01-01 22:00:00,129.2144648535218,133.83644583040444,124.53035254335634,2924,0.13396367734340076,46.18926604126376,-11.983836389617522,-12.040226165044169,0.05638977542664669,-19.29719982274105,131.73232825080385,,140.70144402398336,28.78763840914522,198.2767208422738,83.12616720569292,19.887059765200263,31.851406517030508,140.70144402398336,28.78763840914522,-0.3990247135663752,147.56186046502722,44.412577476231476,48.221380104033976,,137.91046797818353,,,,27.31344652308143,32.879860691759106
2022-01-01 23:00:00,136.63618432936917,141.49147555519602,136.37489493293904,4354,0.057437218691116954,45.75114310069683,-11.26312484102425,-11.884805900240186,0.6216810592159359,-20.005633188214333,133.27255557695798,,139.5399608194666,28.44024710658862,196.42045503264382,82.65946660628934,12.277010701674214,31.78955860832871,139.5399608194666,28.44024710658862,-0.10210095851891207,146.97930501366838,43.54639995532987,48.31519680501078,,137.91046797818353,,,,34.732276822378935,24.700011190698973
2022-01-02 00:00:00,145.6069984217036,150.32833086727075,143.5130318263328,1139,0.06565474684736339,56.36037184227664,-9.854489599392878,-11.478742640070726,1.6242530406778481,42.67020441278759,136.01500574705736,,141.04021753833962,27.8972423819133,196.83470230216622,85.24573277451302,13.692146537901579,27.844935050254488,141.04021753833962,27.8972423819133,0.1637000826405971,146.4827870384357,51.98220883025899,38.10634260779306,,137.91046797818353,,,,37.95787305674763,33.33453213406933
2022-01-02 01:00:00,178.51759613930136,180.88866722258868,177.2168071844911,2424,0.22602346092103942,46.70495632214208,-6.01320929757253,-10.385635971571087,4.372426673998557,-9.377783991802136,142.03272026245313,,144.18612474362368,28.42002003058456,201.0261648047928,87.34608468245456,35.281668800885086,23.23142026270325,144.18612474362368,28.42002003058456,1.208003068214992,168.51960017913393,41.33480747450633,45.67385992408259,,146.01860618524182,,,,87.70182941343539,53.46399309752065
2022-01-02 02:00:00,119.96737821583598,124.27759147078254,116.31327339093232,3949,-0.3279800937817766,40.26881777480533,-7.605805256735351,-9.82966982860394,2.2238645718685888,-34.53144150616714,140.98703565444137,,144.89407559357446,27.57756935033364,200.04921429424172,89.73893689290718,62.20432274836904,26.368949858809657,144.89407559357446,27.57756935033364,-0.9038757934421406,143.11104491604593,36.41655390374669,51.870395544073745,,146.01860618524182,151.90985334242325,,,12.645279081056572,46.101660517079864
2022-01-02 03:00:00,151.42344384136115,155.6461908340365,146.5169583888749,4168,0.26220516021390305,55.12433824919802,-6.257574003824033,-9.11525066364796,2.8576766598239267,24.901888017654716,140.88181572225508,,143.13436705676787,25.84342709457449,194.82122124591686,91.44751286761888,35.678812618200524,24.438395055266657,143.13436705676787,25.84342709457449,0.32074216605480577,145.9959882454309,48.461762945668,38.96477167930914,10.022301319135503,146.01860618524182,151.90985334242325,,,57.749968733569304,52.69902574268709
2022-01-02 04:00:00,159.24145688620425,160.8369592524205,157.958806573983,1516,0.051630136301969554,56.85832466976514,-4.506296921711453,-8.193459915260659,3.6871629935492063,34.74199759252428,142.48651122445435,,143.090864842362,25.814061006128277,194.71898685461855,91.46274283010546,9.413515411059365,24.668647636488434,143.090864842362,25.814061006128277,0.6256509597621264,147.5296518579421,49.51242740231869,37.148314933091704,9.959841969635203,146.01860618524182,151.90985334242325,,,68.96017716474708,46.45180832645766
2022-01-02 05:00:00,104.64504127199977,108.78961864275315,101.3741682646294,3616,-0.3428530276083802,48.064390504417425,-7.438129548292409,-8.042393841867009,0.6042642935745999,-11.572889573523593,140.03872394967394,,139.78275401698176,26.309854202346607,192.40246242167495,87.16304561228854,57.86728862157484,28.324759709452216,139.78275401698176,26.309854202346607,-1.335534301130715,138.3684784766607,42.804631828978955,46.62262602906853,9.20598893151413,141.13141774360903,151.65174676040604,,,4.113555452394414,43.60790045023693
2022-01-02 06:00:00,160.75448519014384,160.9395233637213,159.76399702634515,2947,0.5361882726225027,53.812242384563596,-5.174417367120242,-7.468798546917656,2.294381179797414,23.25508244953467,139.9956435214645,,142.71755580500994,25.12745327737021,192.97246235975035,92.46264925026952,56.29448209172152,31.41817628484325,142.71755580500994,25.12745327737021,0.7178176469390937,141.66724569215276,48.54556207865956,42.03218758863535,9.16747445651249,141.13141774360903,151.65174676040604,,,74.67860290003597,49.250778505725826
2022-01-02 07:00:00,117.05241236872915,120.03376176113942,114.2257610958711,3893,-0.2718560093033979,45.77743371031494,-6.828091212444406,-7.340657080023006,0.5125658675786005,-23.23205861579767,140.30594615181698,,138.72062716263642,22.23081660553659,183.1822603737096,94.25899395156324,46.52872409427273,32.96371764728893,138.72062716263642,22.23081660553659,-0.9746927060030173,137.62425568982954,41.07146736874824,49.929070825579146,9.859343765569374,141.13141774360903,151.65174676040604,,,19.717465757021166,32.83654136981718
